comment,Comment to English,Emoji to text,prediction,max_sentiment_label,max_sentiment_value
এগুলো যদি দেশীয় ইন্জিনিয়ারিং ও দেশীয় প্রযুক্তিতে নির্মাণ করা গেলে খরচ কমে যাইত।,"If they were constructed in domestic engineering and domestic technology, the cost would have been reduced.","If they were constructed in domestic engineering and domestic technology, the cost would have been reduced.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এজন্য জাপানের নীতি নির্ধারকরা বাংলাদেশের বিভিন্ন প্রকল্পের নির্মাণ কাজের গতি দেখে সমালোচনা করে।,"For this reason, the policy makers of Japan criticized the construction work of various projects in Bangladesh.","For this reason, the policy makers of Japan criticized the construction work of various projects in Bangladesh.","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.3612}",neu,0.865
এজন্য সদরঘাটের সাথে রাজধানীর বাকি অংশের যোগাযোগ সহজ ও নির্বিঘ্ন করতে হবে। এতে বর্তমান কর্মীরা কাজ তো হারাবেনই না,"For this, the rest of the capital with Sadarghat should be easy and seamless. The current staff will not lose work","For this, the rest of the capital with Sadarghat should be easy and seamless. The current staff will not lose work","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.6319}",neu,0.786
এটা আসলে মোটেও ঠিক কাজ করতেছে না তারা।,They are not really working at all.,They are not really working at all.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এটা একটা দারুন সুখবর।,This is a great news.,This is a great news.,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",compound,0.6249
এটা কোন কথা,It's no word,It's no word,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}",neg,0.524
এটা কোন কথা মানুষের কষ্ট হচ্ছে এর এরকম জবাবের কোন মানে হয় না।,It does not make sense to answer what people are suffering.,It does not make sense to answer what people are suffering.,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4767}",neu,0.763
এটা কোন গতি হলো। গতি দেখতে হলে জাপান প্রযক্তি দেখ। এটা আমার কাছে সাধারন ট্রেনের মতই লাগছে,It is no speed. Look at Japan to see the speed. It looks like a normal train to me,It is no speed. Look at Japan to see the speed. It looks like a normal train to me,"{'neg': 0.101, 'neu': 0.783, 'pos': 0.115, 'compound': 0.0772}",neu,0.783
এটা প্রতিবেদন করার কোনো মানে নেই মেট্রো রেলে টাকা দিয়ে টয়লেট করে কেনো সেটা নিয়ে প্রতিবেদন করুন,Reporting it does not mean to report why to toilet with the Metro Rail.,Reporting it does not mean to report why to toilet with the Metro Rail.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এটা মূর্খতা,It is foolishness,It is foolishness,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}",neg,0.583
এটা হবে শুক্রবার!,It will be Friday!,It will be Friday!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এটাই আমার সোনার বাংলাদেশ,This is my gold Bangladesh,This is my gold Bangladesh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এটাই ভালো এসির জন্য অনেক পাবলিক স্টেশন এরিয়াতে হুদাই হুদাই সময় কাটানোর ধান্দা করতে পারে। বাঙ্গালির জন্য এটাই ভালো।,"This is the good AC for many public stations in the area, Hudai Hudai can spend time. That's good for Bengalis.","This is the good AC for many public stations in the area, Hudai Hudai can spend time. That's good for Bengalis.","{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7003}",neu,0.766
এটাই সোনার বাংলা,This is golden Bangla,This is golden Bangla,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এটাতো জনগণের উপরে জুলুম করা হচ্ছে😢😢😢,It is being oppressed over the people,It is being oppressed over the people,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}",neu,0.659
এটার জন্যই বসে আছি।।। প্রতিদিন মতিঝিল থেকে ফার্মগেট যেতে হয়।। এই জ্যাম আর সহ্য হয় না। এক ঘন্টায় বেশি লেগে যায় বাস এ😢,I'm sitting for this. Every day you have to go from Motijheel to Farmgate. This jam is no longer tolerated. It takes more than an hour to bus,I'm sitting for this. Every day you have to go from Motijheel to Farmgate. This jam is no longer tolerated. It takes more than an hour to bus,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.296}",neu,0.925
এত জায়গা থাকতে গাবতলির দিকে নজর কেন?,Why not look at Gabtali with so many places?,Why not look at Gabtali with so many places?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এত বড় বড় মেগা প্রকল্প টাকা কই? ঋণ নিতে নিতে তো আর জায়গা নেই।,Where is such a big mega project money? There is no place to take the loan.,Where is such a big mega project money? There is no place to take the loan.,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}",neu,0.872
এত ভাড়া দিয়ে কে জাবে,So much,So much,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এত সুন্দর উপস্থাপন করার জন্য দাদা তোমাদেরকে অনেক অনেক ধন্যবাদ। দোয়া করি তোমরা ভালো ভাবে  উপভোগ কর।,Thank you so much for presenting so beautiful. May you enjoy it well.,Thank you so much for presenting so beautiful. May you enjoy it well.,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.9151}",compound,0.9151
এত সুন্দর ম্যানেজমেন্ট এর মধ্যে দিয়ে বাংলাদেশের মেট্রোরেল চলিতেছে। এত সুন্দর এত ভালো লাগলো সত্যিই গর্বে বুকটা ভরে গেল ধন্যবাদ জানাই মাননীয় প্রধানমন্ত্রী শেখ হাসিনাকে এত সুন্দর একটা যোগাযোগ ব্যবস্থা আমাদেরকে উপহার দিয়েছেন সেলুট জানাই মাননীয় প্রধানমন্ত্রী শেখ হাসিনাকে শেখ হাসিনার সরকার আমাদের খুবই প্রয়োজন,"Bangladesh's Metrorail is running through such a beautiful management. It was so good that the chest was filled with pride, thank you Honorable Prime Minister Sheikh Hasina has given us such a beautiful communication system to give us Selut, the Prime Minister Sheikh Hasina's government needs Sheikh Hasina's government.","Bangladesh's Metrorail is running through such a beautiful management. It was so good that the chest was filled with pride, thank you Honorable Prime Minister Sheikh Hasina has given us such a beautiful communication system to give us Selut, the Prime Minister Sheikh Hasina's government needs Sheikh Hasina's government.","{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.9635}",compound,0.9635
এতক্ষন লাইনে দাঁড়িয়ে থাকলে তো মানুষ তার গন্তব্যে সময় মতো পৌঁছাতে পারবে না।,"If you stand in line so long, people will not be able to reach their destination in time.","If you stand in line so long, people will not be able to reach their destination in time.","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0258}",neu,0.939
এতটি বছর শুধু অপেক্ষায় আছি।শত জ্যাম পার করে প্রতিদিন আসি আর স্বপ্ন দেখি।কবে হবে আর কতদিন।,I am just waiting for so many years. Come through hundreds of jams every day and dream. Who will be and how long.,I am just waiting for so many years. Come through hundreds of jams every day and dream. Who will be and how long.,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.25}",neu,0.917
এতবার হর্ণ দাওয়ার কি দরকার শব্দ দূষণ না করলে কি ভালো লাগে না।😂,What does the horn need to do so many times do not feel good if you do not have any noise pollution?,What does the horn need to do so many times do not feel good if you do not have any noise pollution?,"{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.3412}",neu,0.897
এতে করে বাস মালিক গুলোও একটু শায়েস্তা হবে,The bus owners will also be a little punished,The bus owners will also be a little punished,"{'neg': 0.253, 'neu': 0.747, 'pos': 0.0, 'compound': -0.4033}",neu,0.747
এতে কি আমার বাংলা ভাষাকে অবমাননা করা হয়নি 😡😡,Did my Bangla language do not insult it?,Did my Bangla language do not insult it?,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4023}",neu,0.722
এতো আগারগাও যাচ্ছি না,Not going to Agargao so much,Not going to Agargao so much,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এতো এতো উন্নয়ন আমরা কল্পনাও করতে পারিনি। এরকম সরকারই বার বার দরকার।,We could not imagine such development. Such a government is needed again and again.,We could not imagine such development. Such a government is needed again and again.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এতো দাম নিত্য পন্যে উন্নয়ন দিয়ে কী হবে যদি পেটে ভাত না থাকে,What will happen with the development of such prices regularly if there is no rice in the stomach,What will happen with the development of such prices regularly if there is no rice in the stomach,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",neu,0.885
এতো সুন্দর করে আমার প্রিয় বাংলা দেশ কে বিশ্বর বুকে তুলে ধরার জন্য অনেক অনেক ধন্যবাদ ❤️🇧🇩🇨🇮❤️,Many thanks for raising my beloved Bangla country in the world so beautifully.,Many thanks for raising my beloved Bangla country in the world so beautifully.,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.8988}",compound,0.8988
এত্তো নাটক না করে মেট্রো রেল কর্তৃপক্ষের কাছ থেকে সঠিক খবর টা নিন,Take the right news from the Metro Rail Authority without doing so.,Take the right news from the Metro Rail Authority without doing so.,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.0772}",neu,0.894
এদের কে আইনের আওতায় আনা হোক,Be under the law,Be under the law,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এদের বিরুদ্ধে সরকারের ব্যবস্থা নেওয়া উচিত,Government action should be taken against them,Government action should be taken against them,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এদেরকে দ্রুত আইনের আওতায় নিয়ে আসা হোক না হলে তারা এ ধরনের কাজ চালাতে থাকবে।,"If they are brought under the law quickly, they will continue to do such work.","If they are brought under the law quickly, they will continue to do such work.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এপার বাংলা ওপার বাংলা সবই আমাদের বাংলা।🇧🇩ধন্যবাদ,Upper Bangla Upper Bangla is all our Bengali.,Upper Bangla Upper Bangla is all our Bengali.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এবং ভিডিওটা অনেকেরই দেখানোর সুযোগ,And the video is the opportunity to show many,And the video is the opportunity to show many,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",neu,0.741
এবং মানিকগঞ্জ পর্যন্ত রেল সম্প্রসারণ করা হউক।,And the rail to Manikganj should be expanded.,And the rail to Manikganj should be expanded.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এবার ট্রেনের চেয়ার টেবিল আর পার্চ পাতি ঠিক থাকলে হয়😄😄,This time the train chair table and the parch leaf are okay.,This time the train chair table and the parch leaf are okay.,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.2263}",neu,0.853
এবার যাত্রী পাবে,This time the passenger will get,This time the passenger will get,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এভাবে সবাই চিন্তা করলে কত ভালই না হতো,If everyone thought it would have been better,If everyone thought it would have been better,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",neu,0.707
এভাবেই এগিয়ে যাচ্ছে বাংলাদেশ ❤️🇧🇩✌️,This is how Bangladesh is moving forward,This is how Bangladesh is moving forward,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এভাবেই বাংলাদেশ এগিয়ে যাক,This is how Bangladesh let,This is how Bangladesh let,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এমনি ওই গরিব দেশ এতো লিফ্ট দেওয়ার দরকার কি সুধু উঠার জন্য ঠিক আছে নামার      জন্য সিরি ওই সহজ উন্নত দেশ গুলোতে এরোকোমই ভাবেই চলে।,"That is how the poor country needs to give such a lift, whether it is okay to get up, Siri goes on in those simple developed countries.","That is how the poor country needs to give such a lift, whether it is okay to get up, Siri goes on in those simple developed countries.","{'neg': 0.103, 'neu': 0.833, 'pos': 0.063, 'compound': -0.296}",neu,0.833
এমনি মেট্রোরেলের ভাড়া ৬০ টাকা আবার টয়লেট ইউজ করলে ১০ টাকা  তার মানে দাড়ায় আপনাকে ৭০ টাকা খরচ করতে হবে এটাই মেট্রোরেলের কর্তৃপক্ষের চালাকি 😂😂😂😂😂😂😂😂😂😂,"If you use the toilet again, you will have to spend 5 rupees if you use the toilet again.","If you use the toilet again, you will have to spend 5 rupees if you use the toilet again.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এয়ারপোর্ট থেকে নবীনগর পর্যন্ত মেট্রো রেল টা দ্রুত করার জন্য অনুরোধ করিতেছি,I request to speed up the Metro Rail from the airport to Nabinagar,I request to speed up the Metro Rail from the airport to Nabinagar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এয়ারপোর্ট না মেট্রোস্টেশন।,Airport or Metrostation.,Airport or Metrostation.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এয়ারপোর্টে  নেমে মেট্রোরেলে উটতে কুন স্টেশনে যেতে হবে?  কার জানা থাকলে বলবেন। ধন্যবাদ,Need to go to the airport to go to the Metrorail Cun Station? If you know whom you will say. Thank you,Need to go to the airport to go to the Metrorail Cun Station? If you know whom you will say. Thank you,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}",neu,0.894
এরকম যদি প্রতিদিন হয় তাহলে সময় বাঁচবে না বরং সময় আরো বেশি যাবে । যেখানে বলতাছে যেতে 35 মিনিট লাগবে সেখানে যদি টিকিট কাটতেই 2 ঘন্টা লাগে তাহলে এই মেট্রোরেল দিয়া কি হবে 🤣। না আমি জানি যে এই দৃশ্যটা প্রতিদিন হবে না 🙂 যদি হতো তাহলে 🤣🤣🤣🤣,"If this happens every day, then time will not save time, but the time will go more. Where to go, it will take 35 minutes to go, if it takes 2 hours to cut the ticket, what will happen to this Metrorail? No I know that this scene won't happen every day 🙂 If it were","If this happens every day, then time will not save time, but the time will go more. Where to go, it will take 35 minutes to go, if it takes 2 hours to cut the ticket, what will happen to this Metrorail? No I know that this scene won't happen every day slightly smiling face If it were","{'neg': 0.112, 'neu': 0.833, 'pos': 0.055, 'compound': -0.4026}",neu,0.833
এলিভেটেড এক্সপ্রেস ওয়ে কুতবখালীর কি অবস্থা এটা নিয়ে ভিডিও কইরেন ।,The video of the Elevated Express Way Qutbakhali is the video.,The video of the Elevated Express Way Qutbakhali is the video.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
এসব প্রোজেক্টের লাভ বেশি,The profit of these projects,The profit of these projects,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",neu,0.58
ওয়াআলাইকুমুস সালাম ওয়া রহমাতুল্লহি ওয়া বারকাতুহ,Waalalakumus Salam Wa Rahmatullah Wa Barkatuh,Waalalakumus Salam Wa Rahmatullah Wa Barkatuh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ওয়ালাইকুমুস সালাম,Walaikumus Salam,Walaikumus Salam,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ওয়ালাইকুমুসসালাম,Walaikumusalam,Walaikumusalam,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ওয়াশ রুমে অবস্যই টাকা নেয়া উচিত এবং তার বদলে পরিপূর্ণ পরিষ্কার পরিচ্ছন্নতা নিশ্চিত করা উচিত।যারা টাকা না নেওয়ার পক্ষে তাদেরকে অন্যান্য সরকারি ফ্রি ওয়াশরুম চেক করার অনুরোধ রইলো।,The money should be taken in the wash room and instead ensures full cleanliness. Those who do not take the money are requested to check other government free washrooms.,The money should be taken in the wash room and instead ensures full cleanliness. Those who do not take the money are requested to check other government free washrooms.,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.5106}",neu,0.895
ওরে বাবারে রাস্তায় দাড়িয়ে লাইনে গিয়ে ভিতরে ডুকতে হবে। বিদেশেও কি এমন হয়🤔,He has to stand on the street and go in line. What happens abroad,He has to stand on the street and go in line. What happens abroad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কচ্ছপ এর গতিতে কাজ হইছে দেখে না,The turtle does not see the work of the turtle,The turtle does not see the work of the turtle,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কত মিনিট পর পর রেল আসে?,How many minutes after the rail?,How many minutes after the rail?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কত সময় লাগে মিরপুর ১০ থেকে উওরা যেতে?,How long does it take to go from Mirpur 3 to Uora?,How long does it take to go from Mirpur 3 to Uora?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কতদিন ঠিক থাকে সেটি হচ্ছে দেখার বিষয়। আমাদের সম্পদকে আমাদেরকেই ভালো রাখতে হবে। যেমনটা পরিষ্কার পরিচ্ছন্ন ঈমানের অঙ্গ,How long is it is a matter of view. We need to keep our wealth good. Such,How long is it is a matter of view. We need to keep our wealth good. Such,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.7351}",compound,0.7351
কথায় আছে না লাখ টাকার বাগান খায় এক টাকার ছাগলে সেরুপ দেখলাম কোটি টাকার মেট্রোরেলে ১০টাকায় টয়লেট 😅,There is no word in the garden of millions of goats in a goat and I saw a toilet at the metrorale of Tk.,There is no word in the garden of millions of goats in a goat and I saw a toilet at the metrorale of Tk.,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.296}",neu,0.913
কবে থেকে চলবে রাত ১১ টা পযন্ত,When will it run from 9pm,When will it run from 9pm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কবে থেকে রাত ৮ টা পর্যন্ত সেটা বলেছেন কি?,When did you say it from 9pm to 5pm?,When did you say it from 9pm to 5pm?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কয় হাত সরালেন,How many hands,How many hands,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কয়টা থেকে কয়টা পর্যন্ত চলবে,From,From,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কয়েকটা ফ্যান দিতে এদের এত কি সমস্যা হয়?,What is the problem with them to give a few fan?,What is the problem with them to give a few fan?,"{'neg': 0.193, 'neu': 0.643, 'pos': 0.164, 'compound': -0.1027}",neu,0.643
করব আমি খেলা।,I'll play,I'll play,"{'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.34}",pos,0.706
করব সারা রাতি।,I'll do it all night.,I'll do it all night.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
করার জন্য,In order to do,In order to do,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
করে দেওয়ার জন্য,For,For,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
করে দেওয়ার জন্য .,To do it.,To do it.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কর্তৃপক্ষ কি করে বুঝি না,Authorities do not understand how,Authorities do not understand how,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কর্তৃপক্ষের দৃষ্টি আকর্ষণ করছি। প্রকৃত ঘটনাটি জনসম্মুখে তুলে ধরুন। ধন্যবাদ।,I am catching the attention of the authorities. Put the real event in public. Thanks,I am catching the attention of the authorities. Put the real event in public. Thanks,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",neu,0.828
কলকাতা তথা পশ্চিমবঙ্গের বড় বড় youtuber যখন vande bharat নিয়ে ব্যাস্ত আপনি তখন বাংলাদেশ এর latest রেল এর এডিশন নিয়ে হাজির। অভিনন্দন রইলো,"When you are busy with Vande Bharat, the big YouTube of Kolkata and West Bengal, when you are busy with the Latest Rail of Bangladesh. Congratulations","When you are busy with Vande Bharat, the big YouTube of Kolkata and West Bengal, when you are busy with the Latest Rail of Bangladesh. Congratulations","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.5994}",neu,0.865
কলকাতা থেকে অনেক কষ্ট করে,A lot of trouble from Kolkata,A lot of trouble from Kolkata,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}",neu,0.649
কলকাতা থেকে আগত একজন স্মার্ট ইউটিউবার| দারুন ভিডিওগ্রাফি!  আমার অসম্ভব ভালো লেগেছে| মেট্রো রেল ভ্রমণ এবং বাংলাদেশকে বিশ্বের কাছে উপস্থাপন করার জন্য অসংখ্য ধন্যবাদ জ্ঞাপন করছি|  আল্লাহ হাফেজ|,A smart YouTube from Kolkata | Great videography! I like the impossible Many thanks for the Metro Rail Travel and presenting Bangladesh to the world Allah Hafez,A smart YouTube from Kolkata | Great videography! I like the impossible Many thanks for the Metro Rail Travel and presenting Bangladesh to the world Allah Hafez,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.9098}",compound,0.9098
কলকাতা থেকে এসে ডিজিটাল বাংলাদেশ কে উপভোগ করার জন্য তোমাকে অনেক অনেক ধন্যবাদ আর তোমাদের সবার জন্য অভিনন্দন ও শুভকামনা রইলো  💕,Thank you so much for enjoying Digital Bangladesh from Kolkata and congratulations and best wishes for you all.,Thank you so much for enjoying Digital Bangladesh from Kolkata and congratulations and best wishes for you all.,"{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.9419}",compound,0.9419
কলকাতা থেকে বাংলাদেশ ধন্যবাদ দুই দেশের বাংলা ভাশি মানুষদের।,Thanks to Bangladesh from Kolkata to the Bangla Vashi people of the two countries.,Thanks to Bangladesh from Kolkata to the Bangla Vashi people of the two countries.,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",neu,0.818
কল্যাণমূলক কাজ বুঝলাম কিন্তু ভাড়া এত কেন?,I understand the welfare work but why the rent is so much?,I understand the welfare work but why the rent is so much?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কল্যাণমূলক কাজের ভাড়া এত বেশি সেবা মানি মানুষের পকেট কাটা ভাড়া বেশি না কারণ উনি মন্ত্রী সাধারণ মানুষ এর কাছে অনেক বেশি কারণ কার ইনকাম খুবই কম।,Welfare work fares are so much service to pay for people's pockets because the minister is much higher for the common people because whose income is very low.,Welfare work fares are so much service to pay for people's pockets because the minister is much higher for the common people because whose income is very low.,"{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.4201}",neu,0.873
কাজলা দীঘির কাজল জলে,Kajla Dighi's kajal water,Kajla Dighi's kajal water,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কাজেই  প্রতিদিই ২ টা  রেল প্রতিদিন অফ থাকলে,So if every day is off,So if every day is off,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কাজের গতি দেখে তো তাই মনে হয়।,It looks like the speed of the work.,It looks like the speed of the work.,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",neu,0.737
কাজের গতি বাড়াতে হবে আরো,To increase the pace of work,To increase the pace of work,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",neu,0.685
কাঞ্চন ব্রিজ এর কাজ শেষ হবে কবে?,When will the Kanchan Bridge be finished?,When will the Kanchan Bridge be finished?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কাটাতারের বেড়া কখনো আমাদের বাঙালিদের আলাদা করতে পারবে না,Cutter fences will never be able to separate our Bengalis,Cutter fences will never be able to separate our Bengalis,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কাতার থেকে দেখলাম আপনার ভিডিওটা অনেক ভালো লাগলো।আমি গর্বিত।,From Qatar I saw your video very good. I am proud.,From Qatar I saw your video very good. I am proud.,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.7425}",compound,0.7425
কাতার থেকে দেখলাম। কাতারের মেট্রোরেল সেইম একইরকম। আপনাকে ধন্যবাদ বিডিও উপহার দেওয়ার জন্য। মাননীয় প্রধানমন্ত্রী দেশরত্ন শেখ হাসিনাকে অনেক অনেক ধন্যবাদ।,I saw from Qatar. Qatar's Metrorail is the same. Thank you for giving BDO gifts. Many thanks to the Hon'ble Prime Minister Deshratna Sheikh Hasina.,I saw from Qatar. Qatar's Metrorail is the same. Thank you for giving BDO gifts. Many thanks to the Hon'ble Prime Minister Deshratna Sheikh Hasina.,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7783}",compound,0.7783
কানাডা থেকে দেখেছি,Watched from Canada,Watched from Canada,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কান্ঞ্চনসেতুর কি গার্ডার আগামী বছর বসাবে নাকি?,Will Girder Gorda Set next year?,Will Girder Gorda Set next year?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কারণ এখানে সময় বাঁচবে অনেক,Because there will be a lot of time to live here,Because there will be a lot of time to live here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কারন অনেক চাকরিজিবিদের শুক্রবার অফিস বন্ধ থাকে সে সুবাদে ফ্যামেলি নিয়ে ঘুরার সুযোগ ছিল।,"Because many jobs were closed on Friday, the office had the opportunity to travel with the family.","Because many jobs were closed on Friday, the office had the opportunity to travel with the family.","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}",neu,0.851
কারন শুক্রবার মেট্রোরেলে অনেক মানুষ হয়,Because Friday is a lot of people in the Metrorail,Because Friday is a lot of people in the Metrorail,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কারেন্ট যে কোনদিক দিয়া আসে আর যাই টেরও পাই না,Current,Current,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কার্ড সিস্টেম আরো আধুনিক করতে হবে।।,The card system needs to be more modernized.,The card system needs to be more modernized.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কাঁসগুলি যায় ভাসি।,The bronze goes to float.,The bronze goes to float.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
